page_id	title	creation	age	views	page_edits	editors	len	references	talks	talkers	links	linked	urls	ref_urls	ref_pubs
12	Anarchism	2001	19	237226	19819	3773	96584	92	18720	925	1541	4130	69	43	65
25	Autism	2001	19	469365	10563	3731	133536	226	5524	883	602	2454	175	70	185
303	Alabama	2001	19	324587	9997	4381	197906	207	464	188	1598	16227	273	177	26
307	Abraham_Lincoln	2001	19	1382625	17489	5061	181659	160	8250	2064	1761	9212	221	51	102
308	Aristotle	2001	19	461580	9192	4065	145558	151	1637	563	2061	6167	188	80	81
324	Academy_Awards	2001	20	969383	8369	4101	127571	128	784	315	582	11122	165	120	6
339	Ayn_Rand	2001	19	399279	12278	3340	84640	349	10474	836	926	1776	94	40	53
358	Algeria	2001	19	499128	11185	4907	162042	141	906	337	1113	25153	224	122	32
624	Alaska	2001	19	559949	10179	4992	162433	119	961	432	1505	15048	178	112	5
662	Apollo_11	2001	19	526699	7330	3013	155390	174	1415	502	909	2049	189	157	32
666	Alkali_metal	2001	20	59754	3711	1269	211445	216	364	90	828	659	202	130	137
689	Asia	2001	20	544613	8023	3728	107993	77	1118	425	1785	15976	120	63	7
698	Atlantic_Ocean	2001	19	232522	5502	2819	109833	150	208	126	651	16083	135	68	50
701	Angola	2001	20	315231	5486	2738	148921	84	258	116	753	14249	167	60	28
717	Alberta	2001	19	226496	6251	2683	140117	141	298	129	829	19682	183	136	15
734	Actinopterygii	2001	20	72638	727	426	36283	19	41	25	508	20963	30	11	14
736	Albert_Einstein	2001	19	1565584	17268	5874	180229	144	9308	2048	1129	5108	290	98	69
737	Afghanistan	2001	19	814138	13739	3991	259737	258	2663	597	1982	22358	436	228	54
738	Albania	2001	19	698855	16186	5182	263879	316	3125	577	1666	19193	367	274	53
740	Allah	2001	19	218161	5090	2148	47959	35	2427	612	598	2196	57	22	11
746	Azerbaijan	2001	19	1077957	9789	3324	231783	223	2080	481	1341	24771	342	194	48
765	Abortion	2001	19	174013	13089	3319	172218	262	19995	1330	600	4599	224	155	151
771	American_Revolutionary_War	2001	19	543831	15700	5057	310593	231	7020	805	1407	12427	395	196	149
783	Alexander_the_Great	2001	19	1177199	11918	4704	189709	311	5164	1337	2187	5452	238	94	95
800	Anime	2001	19	619450	7324	2942	79505	102	2311	712	1194	11613	111	90	23
803	Arabic	2001	19	258822	9095	4419	187574	76	1043	399	968	11919	102	43	31
844	Amsterdam	2001	19	351609	9137	4005	188597	164	634	214	1324	20804	245	139	51
852	Alexander_Graham_Bell	2001	19	238645	7468	3006	140953	120	1583	511	923	2367	186	94	38
856	Apple_Inc.	2001	19	966695	13264	5656	355393	642	2886	1001	1984	10239	760	609	34
863	American_Civil_War	2001	19	1174931	12729	4119	218655	131	4709	1029	1326	37459	177	39	86
864	Andy_Warhol	2001	19	668039	9093	4362	134707	148	898	400	621	3081	159	101	47
874	Ancient_Egypt	2001	20	434537	7893	3278	132057	75	1317	575	897	5833	116	30	51
880	ABBA	2001	20	713158	8522	4048	130303	84	680	265	1100	2569	117	61	5
897	Arsenic	2001	19	120710	4207	2107	124402	151	248	139	615	2528	164	75	96
902	Atom	2001	19	186858	6792	2884	122144	128	1469	453	687	1763	175	100	53
904	Aluminium	2001	19	221963	8100	3449	138015	117	1603	459	685	4669	156	85	73
922	Anxiety	2001	20	235268	4484	2316	85792	116	358	150	391	3653	92	36	95
1023	Anarcho-capitalism	2001	19	106289	7798	1641	127423	46	3806	437	793	959	129	33	12
1030	Austrian_School	2001	19	69705	5544	1163	70021	80	3458	341	740	1026	94	59	24
1078	Antisemitism	2001	19	575149	10880	3690	257114	244	5799	864	1889	4973	369	187	69
1148	Adelaide	2001	19	146334	5922	2433	154752	120	538	176	847	12026	168	108	11
1164	Artificial_intelligence	2001	19	536301	9929	4537	224721	596	1896	435	1444	6126	280	170	111
1170	Architect	2001	19	60310	4162	2197	27340	14	165	94	203	13879	31	14	3
1207	Amino_acid	2001	19	279648	3748	1830	91334	127	351	169	500	4608	79	42	106
1208	Alan_Turing	2001	19	939498	8304	3795	136193	204	1290	427	483	1079	190	95	53
1216	Athens	2001	19	243356	12968	4863	175652	121	862	216	1949	20638	173	107	19
1348	AK-47	2001	19	469948	11336	4990	136526	114	1159	400	455	1548	165	97	37
1436	Abraham	2001	19	492319	9977	3983	66402	42	1567	319	807	3734	127	38	32
1525	Aspirin	2001	19	269301	5055	2268	139938	183	593	231	853	1753	135	66	133
1537	Acupuncture	2001	19	119966	10510	2064	199586	308	12671	615	635	1054	171	84	260
1623	Andrew_Jackson	2001	19	448269	9180	3094	196186	140	1505	633	1286	4005	191	128	60
1805	Antibiotic	2001	19	144831	4127	2046	138005	168	434	173	811	2006	118	58	116
1806	Arnold_Schwarzenegger	2001	19	1673265	10918	5256	220585	243	969	495	1028	3421	334	228	20
1845	Alternative_medicine	2001	19	76625	8459	1856	194440	226	6653	487	663	2330	211	122	129
1914	Antimicrobial_resistance	2002	19	34673	3360	1290	131904	159	416	125	368	524	127	74	96
1921	Al-Qaeda	2001	19	474437	9702	3868	247144	354	2744	923	1018	4366	418	288	28
1930	Arkansas	2001	19	244008	5552	2837	147258	129	296	161	1438	14731	148	93	20
1973	American_Revolution	2001	19	270005	7406	2755	185668	85	1407	519	1750	7333	163	62	69
1998	Austin,_Texas	2001	19	297096	9266	4188	217279	288	346	133	1652	14169	368	278	11
2006	Auschwitz_concentration_camp	2001	19	491845	5872	2042	180567	229	1765	495	824	2742	96	59	56
2011	Comparison_of_American_and_British_English	2001	19	41670	5597	2328	96194	37	2185	545	425	278	48	25	9
2030	Augustine_of_Hippo	2001	19	254118	6830	3245	166934	172	779	295	2373	5343	268	103	96
2047	Alcoholics_Anonymous	2001	19	73527	8304	1847	77819	105	3816	297	341	1132	115	73	45
2122	Astrology	2001	19	183110	10029	2584	106585	138	8469	669	658	2382	100	63	75
2144	Aaliyah	2001	19	928132	10695	3657	159031	290	821	300	396	964	293	237	15
2154	African_Americans	2001	19	264501	8892	2943	205936	235	4887	1084	1512	5693	276	195	53
2174	Arsenal_F.C.	2001	19	1021587	13830	4100	146982	175	1929	603	967	9022	256	141	41
2175	American_cuisine	2001	19	65560	3015	1381	192140	147	187	84	2016	1434	197	142	9
2178	Atlantis	2001	19	327252	8271	3901	93741	64	1766	436	1112	1468	106	30	38
2185	Arabs	2001	19	212673	12396	4521	261256	401	4096	624	1935	2868	424	286	146
2321	Area_51	2001	19	656369	5606	2755	80186	70	1264	504	523	781	79	60	8
2362	Antibody	2001	19	192330	2505	1142	98788	111	176	94	473	1692	75	23	99
2377	Andhra_Pradesh	2001	19	1292628	13382	4719	151483	207	842	192	818	11833	226	186	24
2386	American_Airlines	2001	19	195805	10110	3930	74900	96	538	186	690	2667	158	89	7
2388	Antidepressant	2001	19	76856	3383	1263	136466	192	399	132	530	2443	145	74	151
2397	Anthony_Hopkins	2001	19	1610190	4319	2193	73264	46	232	102	987	1947	113	42	4
2403	Australian_rules_football	2001	19	124357	5858	2154	77896	31	526	134	618	19940	76	25	6
2425	Aurangzeb	2001	19	311621	6582	2447	148651	161	658	218	685	1624	162	85	100
2460	Anal_sex	2001	19	766958	7318	3109	92920	126	2391	583	453	791	131	102	109
2504	Amphetamine	2001	19	268349	6180	1995	242585	239	1418	204	1411	2814	203	94	150
2575	André_the_Giant	2001	19	1023902	7601	3811	79462	80	603	208	715	782	97	65	18
2594	Ant	2001	19	170835	5098	2239	135073	195	802	345	807	3966	208	73	158
2786	Andrei_Sakharov	2001	19	49649	1473	737	105269	210	72	42	745	770	276	131	96
2861	Advertising	2001	19	133098	8061	4191	123651	97	399	207	731	3905	114	67	26
2870	Antipsychotic	2001	19	101896	2402	831	175665	214	479	125	726	1512	170	83	158
2965	Alcoholism	2001	19	143276	5259	2057	132377	192	2006	328	601	3542	153	66	147
2983	Austria-Hungary	2001	19	384871	6049	2478	245543	150	1123	311	1347	12808	190	99	63
3138	Atlanta	2002	19	374438	12481	5192	183288	241	955	256	1604	21585	352	232	13
3212	Al_Capone	2002	19	834548	8016	3979	86975	79	793	417	470	1126	130	67	17
3277	Antioxidant	2002	19	85906	3233	1325	96959	182	470	126	312	994	75	31	171
3343	Belgium	2001	19	775794	11435	4810	197272	190	1674	453	1223	84211	256	161	37
3354	Berlin	2001	19	345118	13114	4931	183327	231	1630	396	1430	38313	292	218	26
3356	Bill_Clinton	2001	19	781838	16953	6327	237542	338	3463	1281	1801	12238	420	310	33
3382	Britney_Spears	2001	19	2111736	25970	7116	245823	412	5409	1930	822	4453	510	372	8
3383	Brazil	2001	19	954882	17232	5465	258817	311	4300	1073	1437	114208	418	253	82
3390	Bible	2001	19	11048609	8724	3586	137623	56	3562	806	1693	10862	109	38	19
3392	British_Columbia	2001	19	311581	7356	3253	155862	107	715	186	1013	28760	140	97	15
3395	Gautama_Buddha	2001	19	882257	8107	3064	190629	158	2736	809	882	5121	150	81	54
3410	Bird	2001	19	370358	6920	2422	222560	262	2091	671	1464	18799	254	97	215
3415	Bulgaria	2001	20	528847	12863	4178	194402	357	2500	436	1004	48247	399	287	78
3451	The_Bahamas	2001	19	347180	7714	4009	115545	64	334	179	1004	8888	150	55	12
3454	Bangladesh	2001	20	966615	16476	5303	296624	366	1873	579	1768	24279	423	308	98
3457	Belarus	2001	19	1130701	7649	3011	145701	211	1135	367	720	34800	282	172	35
3462	Bolivia	2001	19	333111	7975	4003	171690	157	614	293	748	21573	207	138	24
3463	Bosnia_and_Herzegovina	2001	20	572247	10525	4056	189418	158	1278	374	1301	26546	214	130	26
3708	Brussels	2001	19	158711	5598	2181	206435	216	214	89	1336	17343	268	199	6
3717	Brain	2001	19	96245	6715	3027	121266	138	739	308	367	2893	119	44	124
3722	Berlin_Wall	2001	20	319816	7790	3900	129104	142	624	357	1104	2782	135	92	27
3736	British_Isles	2001	19	114348	7433	2000	82774	60	16624	909	463	3941	89	43	28
3742	Bluetooth	2001	20	362685	7427	4163	111073	107	478	219	626	3043	153	103	4
3747	Bill_Gates	2001	20	2905211	14353	6139	149226	163	3194	1503	1291	2321	279	153	15
3764	Bavaria	2001	19	274942	3759	2112	92823	35	265	142	882	13742	77	34	7
3772	BMW	2001	19	389825	10247	4798	95264	117	594	248	662	4743	147	109	8
3850	Baseball	2001	19	280074	8471	3655	128206	152	1832	755	1458	26039	129	101	38
3916	Bass_guitar	2001	19	73194	7823	3572	21417	18	863	190	217	27225	35	9	11
3921	Basketball	2001	19	403733	8709	4184	104644	63	1622	828	1092	47405	103	57	10
3970	British_Airways	2001	19	123019	9971	3259	126356	232	736	220	613	2181	262	219	9
3973	Bicycle	2001	19	123461	8573	4111	87394	49	741	262	492	2689	103	43	9
3978	Book_of_Mormon	2001	19	120873	8421	2725	180110	72	2917	373	1121	1086	245	54	15
3986	Benjamin_Franklin	2001	19	622060	8237	3629	200385	119	2253	1111	1590	4173	274	97	43
4009	Bigfoot	2001	19	326202	8187	2309	117476	72	2598	741	534	701	209	63	22
4092	Bishop	2001	19	54181	2111	1093	79157	35	129	95	678	12713	59	30	10
4116	Big_Bang	2001	19	447899	7245	2634	145464	191	5597	1119	545	1104	237	69	115
4149	Bulgarian_language	2001	19	73839	3348	1222	96497	24	710	172	427	12323	67	16	12
4163	Bertrand_Russell	2001	19	242758	5182	2464	136768	170	914	309	1975	3165	195	98	65
4183	Botany	2001	19	70170	3916	1379	128861	151	641	108	1083	5162	116	68	115
4243	Boxing	2001	19	174680	8710	4584	96652	52	469	260	561	13765	75	45	7
4251	Baháʼí_Faith	2001	19	485737	7158	2382	103878	130	3382	372	954	2481	148	94	49
4284	Battle_of_Stalingrad	2001	19	438239	9052	3976	134986	88	1267	415	909	2351	68	24	31
4292	Base_pair	2001	19	39508	688	458	25645	29	43	31	247	13131	23	12	19
4294	British_National_Party	2001	19	100454	11973	2940	190816	163	8416	957	800	2603	151	112	53
4314	Black_Sabbath	2001	19	468895	9527	4094	155532	191	1158	378	502	3257	208	169	16
4335	Batman	2001	19	460687	14405	4906	156336	94	3604	935	2019	4269	130	72	21
4356	Battle_of_Waterloo	2001	19	420146	6697	2647	174098	165	2218	223	318	2523	145	78	56
4391	Big_Brother_(franchise)	2001	19	84676	12578	4660	161804	33	494	145	1226	392	67	28	1
4400	Bear	2001	19	237783	6036	2547	106224	156	828	461	894	2095	161	103	91
4402	Brown_bear	2001	19	316282	5348	2447	138776	184	431	201	768	1429	178	91	119
4443	Barcelona	2001	19	289016	9729	4148	154099	127	754	277	1510	21627	173	112	13
4489	Breast	2001	19	239420	5767	2634	55604	58	2306	734	431	1017	60	36	29
4501	Black_Death	2001	20	802139	10652	4851	116135	127	1750	737	491	2693	112	56	78
4531	Bipolar_disorder	2001	19	578439	8579	2640	149205	191	2433	642	542	2124	122	46	161
4545	BDSM	2001	19	928424	5805	2430	183666	141	1069	251	737	1339	154	91	40
4650	Black_hole	2001	19	498218	7899	3257	153126	225	4166	1107	697	1591	289	80	143
4675	British_Museum	2001	19	103130	4899	1286	196148	84	349	98	2014	8434	133	82	6
4721	British_Empire	2001	19	629809	11818	4482	129660	105	5489	564	1125	11200	104	70	84
4745	Black_people	2001	19	181350	8969	2265	115860	131	8254	915	590	3356	168	117	41
4781	Benzodiazepine	2001	19	284855	4805	1199	155902	221	1053	147	1028	1863	152	78	173
4820	Balfour_Declaration	2001	19	370057	3266	963	237724	176	1172	167	734	515	178	132	149
4829	Balkans	2001	19	378689	7628	2916	106170	98	1081	291	2086	5376	121	82	33
4854	Bermuda_Triangle	2001	19	795690	5151	2486	47225	31	1287	540	570	622	58	22	3
4887	British_Army	2002	19	213010	6159	2420	147463	199	681	230	925	19168	238	144	21
4925	Blue_whale	2002	19	352038	4096	1756	136589	401	743	342	393	648	163	64	189
5046	Belfast	2002	19	196101	6308	2676	185443	215	623	171	1083	12806	252	204	10
5131	Chordate	2001	20	230445	2518	1358	45935	33	170	95	437	67736	76	13	26
5132	Charlize_Theron	2001	19	1015649	5652	2727	98209	117	654	199	677	1223	190	116	1
5134	Chess	2001	19	401900	10255	3580	140416	69	1292	308	899	7502	132	57	9
5142	Charlie_Chaplin	2001	20	971801	7892	3404	165504	121	1452	400	967	3356	158	78	45
5166	Copenhagen	2001	19	238722	7557	2384	225448	291	639	190	1444	18393	313	278	29
5211	Christianity	2001	19	584451	19571	5534	267861	236	14227	1699	2002	26393	396	180	75
5222	Colombia	2001	19	611318	15087	5477	230408	365	1098	397	1120	48135	400	355	55
5233	Carl_Linnaeus	2001	19	173303	4649	1844	116534	87	469	146	622	12204	140	52	43
5247	Country_music	2001	19	176872	7422	3430	165235	105	413	173	1252	28401	176	86	25
5278	Copyright	2001	19	165924	8628	4000	79501	53	841	369	410	2914	89	40	19
5314	Charlemagne	2001	19	551544	11712	5359	144091	123	1365	379	1156	3648	147	41	59
5321	Czech_Republic	2001	19	914101	10123	3858	162763	141	3185	584	1038	71304	267	132	13
5322	Czechoslovakia	2001	19	325838	3140	1698	55612	16	248	97	405	26397	52	12	2
5326	Creationism	2001	19	76164	11705	4021	160891	206	5902	804	790	1068	213	159	97
5363	Video_game	2001	20	336770	8855	4338	109790	130	1375	489	713	13702	170	105	31
5367	Cambrian	2001	19	83707	1734	881	40005	35	110	63	269	18827	76	14	25
5382	Inflation_(cosmology)	2001	20	40651	1642	643	104297	141	846	181	342	315	188	45	114
5391	City	2001	19	149628	4910	2676	169167	38	304	143	1334	48142	151	25	17
5399	Colorado	2001	19	332392	8743	3602	191535	118	397	170	1487	19435	218	113	3
5401	Carboniferous	2001	20	92901	1745	922	57661	26	81	46	411	19153	47	11	17
5405	China	2001	19	1791045	18565	5081	330317	592	7958	1576	2089	116681	800	564	88
5407	California	2001	19	1079114	10917	4628	232152	258	1716	730	2251	85878	343	212	40
5416	Capitalism	2001	19	241714	15882	5295	155778	193	7492	693	915	4673	169	109	84
5447	Cameroon	2001	20	310765	4915	2524	111317	77	244	80	722	19131	157	67	9
5489	Chile	2001	20	445055	12452	4476	167889	177	1705	631	935	41950	233	164	22
5530	Conspiracy_theory	2001	19	245222	8453	3120	113820	87	6106	600	592	1867	110	47	58
5551	Costa_Rica	2001	19	368837	9276	4407	102741	139	713	323	413	20048	179	125	16
5573	Croatia	2001	19	783116	11283	3839	217575	281	2026	499	1578	52238	374	271	66
5593	Cyprus	2001	19	700466	13379	4868	207036	223	3072	598	1004	25190	261	163	96
5615	Cretaceous	2001	20	135785	2535	1293	50979	33	100	60	406	20520	52	12	22
5635	Christopher_Columbus	2001	20	677602	11079	4413	113908	87	6774	1942	771	3022	179	68	30
5644	Comedy_film	2001	19	87685	1368	771	25025	8	60	41	735	16723	35	7	4
5664	Consciousness	2001	19	198375	4485	1784	133949	166	1082	257	797	1768	130	60	121
5750	Cognitive_behavioral_therapy	2001	19	217851	3149	1367	143332	219	591	154	537	935	131	72	158
5751	Chinese_language	2001	19	231850	7996	3747	89468	13	990	301	1133	53877	39	11	5
5770	List_of_country_calling_codes	2001	20	1155393	2912	1415	66886	10	480	232	889	641	10	10	1
5813	C._S._Lewis	2001	19	349582	8462	3459	115221	138	2705	535	410	1305	144	80	68
5876	Coronary_artery_disease	2001	19	164405	2120	1006	90531	129	160	69	325	835	90	35	102
5884	Charles_Dickens	2001	19	446468	9378	3625	151246	287	1595	539	733	4545	205	98	74
5902	Capital_punishment	2001	19	336994	9312	3804	162848	160	2474	838	954	4302	261	151	30
5906	Carbon_dioxide	2001	19	230594	8370	3981	124207	116	980	346	1063	5860	190	87	59
5935	The_Church_of_Jesus_Christ_of_Latter-day_Saints	2001	19	357185	15287	4784	189837	268	5171	638	793	6362	316	171	46
5950	Columbus,_Ohio	2001	19	188838	6605	2548	150849	103	495	126	1437	12499	201	89	10
5955	Church_of_England	2001	19	237105	4203	1785	114840	100	548	155	1134	18961	164	97	18
5992	Traditional_Chinese_medicine	2001	19	82146	6549	1831	195649	179	2897	311	570	1626	157	83	97
6041	List_of_comedians	2001	19	35831	4696	1939	90774	0	26	18	2703	40	0	0	0
6237	Christmas	2001	19	164366	11233	4142	177141	125	3625	944	1309	7755	170	80	59
6293	Cairo	2001	19	201168	6928	3147	113634	145	269	150	874	12246	113	59	31
6295	Chaos_theory	2001	19	201213	4197	2043	105964	162	392	115	558	1183	153	51	121
6310	Columbia_University	2001	19	282775	9899	3453	169071	290	1128	322	1215	21707	354	254	27
6355	Chloroplast	2001	19	55774	2821	1283	195515	171	260	128	851	922	105	50	127
6429	Compact_disc	2001	19	103229	5350	2739	39259	56	725	250	644	13591	76	50	4
6438	Chromosome	2001	19	150102	4512	2492	61851	73	216	145	421	14538	74	17	62
6466	Connecticut	2001	19	279491	8949	4103	176389	240	433	209	1484	16679	256	198	11
6546	Celts	2001	19	278716	4573	1800	122254	79	2677	443	832	3354	83	37	31
6654	Chicago_Cubs	2001	19	203910	13001	5031	156718	138	518	201	1542	8103	165	131	10
6675	Conservatism	2001	19	179175	7310	3166	124567	79	2406	364	1064	5792	82	41	45
6677	Classical_liberalism	2001	19	133728	4150	1221	54443	38	2758	254	1137	2101	35	25	31
6678	Cat	2001	19	1860936	14659	5934	138050	220	3869	1530	977	2707	223	128	136
6690	Coca-Cola	2001	19	936199	9653	4621	131081	143	1726	721	605	4470	186	124	10
6771	College_football	2001	19	67368	2809	1378	157697	106	162	98	892	41440	154	95	13
6822	Catalonia	2001	19	233823	7846	3038	189549	154	2431	459	1114	9910	209	139	17
6827	Cuban_Missile_Crisis	2001	19	435134	10135	5195	181248	179	861	369	1176	2740	179	128	55
6868	Caffeine	2001	19	225685	8868	3588	175488	260	1675	588	1681	2801	217	101	178
6884	Clitoris	2001	19	424905	4432	1750	179890	445	2003	342	679	536	178	135	141
6886	Chicago	2001	19	602751	20853	8304	244378	296	1548	501	2403	46921	348	257	44
6889	Census	2001	19	78205	2630	1476	47877	27	177	84	466	44802	65	21	8
6999	Culture_of_Canada	2001	19	31149	3191	1326	111857	194	154	67	941	1076	203	183	140
7023	Confederate_States_of_America	2001	19	456778	10034	3819	304090	157	3209	457	1085	9666	200	90	69
7043	Chemical_formula	2001	19	78362	1822	1000	26085	5	138	67	283	21221	10	2	4
7044	Beetle	2001	19	124083	4262	1598	153717	185	223	99	867	53127	184	82	108
7053	Cannon	2001	19	63798	4145	1555	139404	239	325	140	497	2153	124	95	107
7085	Civil_war	2001	19	99554	3700	1932	52508	22	794	459	453	1355	40	10	19
7089	Chocolate	2001	19	175895	6851	3262	99278	120	1566	747	384	2000	125	93	31
7172	Chemotherapy	2001	19	122112	2494	1255	149858	185	341	100	691	2981	101	36	169
7426	Charles_I_of_England	2001	19	684905	7821	3343	117323	527	559	252	669	5536	61	13	41
7431	Counter-Strike_(video_game)	2001	19	44729	8588	4419	29733	27	550	248	241	245	36	25	1
7463	Cold_fusion	2001	19	55182	7782	1611	145620	283	16251	1044	239	184	167	79	81
7473	Chelsea_F.C.	2001	19	1888117	18800	5669	148421	176	1125	563	1003	8307	223	144	13
7683	Creation_science	2002	19	14525	5139	1317	104432	153	4137	358	493	371	131	102	82
7701	Cocaine	2002	19	448861	8015	3983	153951	158	1355	680	1903	5797	170	83	101
7712	Continuation_War	2002	19	107575	4976	1321	124548	114	4096	324	1240	2026	102	58	83
7729	Captain_America	2002	19	479530	9453	3917	156179	57	879	244	2449	3133	82	38	17
7738	Chiropractic	2002	19	211880	11319	1871	161640	235	19095	724	537	753	145	94	168
7886	Drew_Barrymore	2001	20	933246	5739	2755	71471	129	408	178	546	1214	195	123	2
7925	David_Hume	2001	19	143067	5009	2195	176124	163	674	234	2512	2728	233	120	87
7955	DNA	2001	19	404775	6194	2512	161407	213	633	264	555	6873	197	56	180
7959	Democracy	2001	19	419745	16063	7053	180675	154	2776	400	1234	5105	215	103	70
7989	Dianetics	2001	19	78952	2767	1035	51091	41	2456	192	581	543	37	20	15
7992	Devonian	2001	20	76833	1825	944	44524	38	67	44	256	19477	72	23	17
8039	Foreign_relations_of_Denmark	2001	19	3386	888	190	198272	481	22	14	706	702	451	434	11
8060	Dominican_Republic	2001	19	511492	15903	6137	237096	231	2207	376	1100	18930	285	204	41
8082	Diamond	2001	19	235705	5708	2619	126225	109	1151	455	639	2023	152	67	65
8182	Dwight_D._Eisenhower	2001	19	795928	11314	4860	232569	241	1186	493	1759	6816	213	111	50
8209	Doctor_Who	2001	19	651368	20884	8184	206383	211	4322	847	1293	7672	256	192	10
8221	Death	2001	19	225881	10138	5138	79976	84	1176	456	569	2715	81	47	31
8303	Down_syndrome	2001	19	295904	7560	3034	113091	165	2074	747	466	1223	126	76	130
8305	Dyslexia	2001	19	293268	8475	3296	82113	129	1585	315	259	1209	108	69	105
8311	Dinosaur	2001	19	481441	6833	2252	248206	267	2534	638	1130	4979	323	97	182
8389	Major_depressive_disorder	2001	19	249121	10293	2847	190795	319	3966	479	564	2034	172	83	245
8485	Diego_Maradona	2001	19	669357	10739	4786	213284	155	690	257	1406	1682	397	153	1
8504	Dublin	2001	19	265749	9275	4087	157722	153	635	227	1246	25447	204	141	8
8531	Dragon	2001	19	268209	6712	3258	103008	69	1246	536	1049	2338	69	49	52
8551	David	2001	19	393506	11426	4760	101112	81	1865	316	1809	4063	178	65	46
8579	Detroit_Tigers	2001	19	135627	6481	2200	290936	584	188	71	1127	6831	613	576	9
8618	David_Beckham	2001	19	1017138	11494	4451	230281	366	1707	705	1170	1900	417	349	15
8651	Dark_matter	2001	19	254776	7282	3156	121547	173	2184	508	503	1036	258	76	102
8687	Detroit	2001	19	339202	14773	5359	242651	241	1465	290	1119	19273	330	177	35
8716	Dolly_Parton	2001	19	809777	8827	4277	124183	147	276	171	1269	3681	209	133	16
8748	N,N-Dimethyltryptamine	2001	19	237003	4231	2133	116927	148	486	156	1754	1439	136	64	100
8777	DNA_virus	2001	19	23263	1072	261	25480	134	28	18	435	956	61	26	130
8786	David_Bowie	2001	19	1279063	13844	5799	218786	294	2080	602	1466	6622	322	239	43
8799	D._B._Cooper	2001	19	1060693	6922	2951	135132	105	938	287	319	155	177	84	6
8807	Dehydroepiandrosterone	2002	19	42664	1125	522	41490	59	108	62	2162	2431	61	36	59
8828	Dundee	2001	19	66829	4725	1666	196169	494	277	72	726	4654	252	200	17
9055	Derry	2002	19	121236	4637	1659	139115	133	3708	565	666	3377	168	124	10
9061	Dolphin	2002	19	237446	3914	1750	130657	120	1019	497	660	1928	189	71	47
9079	Drum_kit	2002	19	69858	4761	2380	83385	39	263	107	354	26390	44	36	3
9090	Dhimmi	2002	19	46079	4425	1067	84262	88	2719	283	842	875	61	31	50
9223	Economics	2001	19	203550	5703	2046	165113	195	2644	506	903	10195	204	143	134
9228	Earth	2001	19	953981	13337	5082	179170	239	3933	1068	1064	9626	363	179	108
9232	Eiffel_Tower	2001	20	563100	6362	3226	79242	79	1040	488	613	1631	105	73	18
9236	Evolution	2001	19	176372	15032	4146	241399	458	23487	2276	1016	4922	325	109	362
9239	Europe	2001	19	945659	11800	4364	205364	156	4193	957	2471	52466	222	104	63
9253	Encyclopedia	2001	19	498067	7333	3758	49509	41	1108	518	214	1142	57	18	25
9257	Enzyme	2001	19	160835	5783	2399	97081	127	639	236	424	13101	81	34	104
9262	Entertainment	2001	19	116173	2520	1142	133510	144	183	68	778	2349	37	29	120
9279	Elephant	2001	19	343553	7798	2831	131277	143	1507	646	556	2198	124	70	77
9288	Elvis_Presley	2001	19	1634308	19289	4728	231165	20	4682	761	1117	7707	188	18	10
9316	England	2001	19	1003828	14932	5606	274299	400	4635	1183	2239	155763	409	249	95
9317	European_Union	2001	19	929868	23035	7376	256788	302	4824	821	1401	28603	366	261	58
9325	Easter	2001	19	907076	6652	3035	90371	74	2144	563	864	3808	140	57	25
9334	Ecuador	2001	20	323007	11350	5196	184845	96	484	239	743	27898	179	91	3
9356	El_Salvador	2001	20	604792	10456	4613	139863	124	593	287	557	12687	180	111	24
9428	Ernest_Hemingway	2001	20	2226310	9404	3637	106566	16	1641	415	694	2874	98	15	1
9472	Euro	2001	19	308806	8939	3908	86335	105	1498	421	817	9480	204	88	20
9510	Electronic_music	2001	19	96448	4084	1711	143188	263	323	126	994	13750	144	67	65
9516	Erwin_Rommel	2001	19	356520	8170	3109	306475	243	1306	284	560	1074	281	163	170
9581	European_Parliament	2001	19	140802	3019	1364	139729	176	360	141	817	12576	188	151	25
9588	Extraterrestrial_life	2001	19	195882	8986	4375	128027	213	709	303	734	2297	264	144	92
9602	Edinburgh	2001	19	289728	8840	3111	194307	259	990	225	1775	19993	260	217	36
9630	Ecology	2001	19	98992	6172	2358	209869	259	593	161	947	4341	290	151	238
9703	Evolutionary_psychology	2001	19	42797	3200	1046	155526	107	3094	211	846	1387	146	50	82
9714	List_of_English-language_poets	2002	19	4870	2217	752	133307	0	26	19	3282	769	1	0	0
9736	Empire_State_Building	2001	19	370145	8003	3781	199273	285	556	252	926	1608	307	267	125
9739	Emoticon	2001	19	84691	9056	5268	54050	40	659	365	1164	827	66	38	4
9806	Ellis_Island	2001	19	93561	4980	2281	194078	418	179	83	881	1445	297	248	107
9891	Entropy	2001	19	302338	4357	1865	108606	120	2290	298	374	1139	128	55	91
9904	England_national_football_team	2001	19	1406206	21578	8246	115731	52	858	325	920	12054	120	51	0
9954	Eurovision_Song_Contest	2001	19	887382	8114	3636	195634	191	1132	314	774	4654	484	179	8
9992	List_of_contemporary_ethnic_groups	2001	19	99460	7195	2292	184819	321	558	184	3945	190	308	307	30
9995	EastEnders	2001	19	205915	10528	3951	212659	304	663	156	1006	3395	308	236	12
10024	MDMA	2001	19	408703	10879	4413	138908	182	2085	425	2354	2627	160	93	120
10049	Eric_Clapton	2001	19	713107	9598	4308	178253	170	744	274	1433	3960	228	144	14
10106	Earthquake	2001	19	265857	5463	2587	74865	61	1078	525	471	3358	103	40	17
