page_id	title	creation	age	views	page_edits	editors	len	references	talks	talkers	links	linked	urls	ref_urls	ref_pubs
43376	Boston_Celtics	2002	19	310219	11026	4741	153498	138	194	116	976	4100	244	131	1
43507	Axis_powers	2002	19	309608	9427	3632	177918	30	2398	459	1527	3752	71	20	13
43568	Tom_Hanks	2002	19	1283227	8341	4162	100960	162	501	265	1011	2477	230	156	4
43569	Ghost_town	2002	19	106728	2408	1405	47986	26	137	77	517	36155	44	17	14
43715	John_McCain	2002	19	390085	11313	3781	273196	127	6430	1270	1772	5049	491	124	6
43815	Teenage_Mutant_Ninja_Turtles	2002	19	405527	8842	4532	77312	47	423	193	357	816	65	45	3
43927	Billy_Joel	2002	19	467328	8851	4166	118860	104	449	215	1070	2948	162	95	3
43937	Parasitism	2002	19	125170	3540	1544	116730	131	159	85	535	1823	123	68	101
43946	Biofilm	2002	19	44489	977	470	92350	125	52	38	267	625	66	14	114
44044	Oceanography	2002	19	29612	2594	1294	39763	19	227	94	2093	1880	65	15	10
44059	Harrison_Ford	2002	19	1036205	5410	2724	74936	119	437	222	793	1561	154	116	6
44219	Mel_Gibson	2002	19	932031	8909	3602	130082	184	1531	498	676	1594	254	166	4
44220	UEFA_Champions_League	2002	19	2040307	11539	5305	64583	88	459	244	644	14086	126	87	2
44276	Gun_control	2002	19	43701	2324	696	91456	125	4450	300	141	843	98	39	103
44353	Selfish_genetic_element	2002	19	3313	220	88	83569	126	24	14	76	21	60	2	123
44469	Pluto	2001	19	411698	10109	3538	140278	52	4112	1164	646	1533	250	34	26
44474	Saturn	2001	19	311770	7332	3174	107614	161	1079	493	592	1937	221	126	54
44475	Uranus	2001	19	278131	6679	2753	134074	144	1580	545	534	1063	221	93	73
44534	1989_Tiananmen_Square_protests	2002	19	1082545	9901	4721	230272	200	1227	478	1197	1239	203	160	46
44642	Strom_Thurmond	2002	19	197247	3762	1718	244163	403	298	145	856	1076	432	351	17
44848	Edward_II_of_England	2002	19	218062	2927	1365	143706	577	393	162	488	1496	41	6	0
44849	Brad_Pitt	2002	19	1629906	9692	3987	153589	230	1121	416	1036	2115	264	209	6
44905	Asthma	2002	19	144030	7205	2796	151786	277	938	267	443	2850	103	51	213
45086	Biodiversity	2002	19	157874	6205	2907	203921	247	215	128	1028	6122	355	126	166
45100	Hermione_Granger	2002	19	213288	8637	3963	50970	54	666	283	256	278	61	51	2
45127	Moors	2002	19	217210	6205	2420	57221	33	2264	312	356	1904	58	26	12
45139	Chennai	2002	19	264375	12520	4229	277879	381	983	254	1741	11468	504	354	46
45218	Sacha_Baron_Cohen	2002	19	818908	7775	4273	98490	108	656	253	791	1017	176	104	2
45246	Korn	2002	19	277619	14419	6100	153372	223	1022	401	443	1481	249	177	10
45322	Albus_Dumbledore	2002	19	315993	8784	4159	71801	56	1598	438	329	261	69	53	3
45470	Manhattan	2002	19	340420	7092	3036	321070	227	589	200	2267	20277	441	215	9
45519	Seven_deadly_sins	2001	19	1248672	9342	4725	54631	52	624	219	361	639	50	32	22
45541	Social_Darwinism	2002	19	75734	3182	1706	67299	53	302	146	1977	1268	73	26	26
45609	Cheetah	2002	19	278798	7140	2863	157460	195	963	405	844	1202	188	93	120
45728	Hamburger	2002	19	213723	7878	4045	71595	67	700	337	777	1114	102	60	22
45943	Swastika	2002	19	617521	10757	4930	134312	134	1501	467	1585	4364	182	118	37
46136	The_Football_Association	2002	19	147782	1619	923	49442	55	102	51	603	12360	74	54	2
46216	Israeli–Palestinian_conflict	2002	19	3028697	8048	2587	188667	141	4818	631	1023	2078	286	109	23
46252	Fox_Broadcasting_Company	2002	19	190112	6135	2664	166775	155	332	173	1308	15104	172	149	3
46276	Mother's_Day	2002	19	1499918	6575	3750	138977	145	641	276	910	777	180	129	36
46279	Ukrainian_language	2002	19	101441	3348	1249	103905	47	889	149	680	17515	96	40	5
46280	Father's_Day	2002	19	1220617	5026	3026	78239	68	405	186	731	510	128	64	10
46313	Globalization	2002	19	262156	11865	5518	173837	158	803	327	892	2698	196	112	57
46417	West_Ham_United_F.C.	2002	19	407710	16580	6608	168709	232	482	156	975	5958	247	209	19
46591	Henry_III_of_England	2002	19	250085	2006	988	149465	511	191	74	473	2282	25	3	1
46634	Xenu	2002	19	93928	4467	1935	68253	97	1796	475	333	286	58	42	31
46721	Edward_VII	2002	19	1579103	3593	1457	97559	81	278	146	805	4355	102	30	33
46744	Queen_Elizabeth_The_Queen_Mother	2002	19	1634429	4237	1515	80904	101	857	244	487	1892	106	63	22
46755	George_VI	2002	19	3539223	5162	2140	56604	43	685	224	543	3989	54	18	20
46823	George_V	2002	19	2172437	4351	1713	92279	56	335	140	761	4920	104	29	18
46836	David_Lloyd_George	2002	19	149242	4295	1544	188069	294	400	113	933	2464	137	48	104
46853	Indus_Valley_Civilisation	2001	19	378722	7383	2679	175917	195	1741	320	672	2446	143	73	103
46854	Wallis_Simpson	2002	19	893889	2998	1159	54813	50	408	161	381	559	53	16	27
46963	Cunt	2002	19	118980	6449	3188	79910	124	1500	632	447	280	120	98	30
46989	Grand_Canyon	2002	19	215835	8062	3906	85108	52	490	235	701	1555	105	43	10
47374	2012	2002	19	55845	7556	2900	53712	47	1924	573	942	866	79	47	0
47384	Brooklyn	2001	19	714981	5847	2826	142170	107	237	138	1372	19523	172	101	8
47473	Algal_bloom	2002	19	45503	1155	627	51856	57	59	40	2164	2332	70	35	24
47512	Climate_variability_and_change	2002	19	30458	4970	1863	96937	110	2495	582	638	641	161	48	75
47548	Daylight_saving_time	2002	19	220772	8321	3923	87115	178	1233	421	377	282696	177	127	59
47646	Hippie	2002	19	172909	11782	4766	144321	116	2367	303	1559	2934	155	67	22
47742	Brooklyn_Bridge	2002	19	135766	4878	2182	191215	374	371	154	521	989	331	281	172
47878	Huntington's_disease	2001	19	316123	6822	2594	125724	141	973	157	643	1006	125	42	105
47895	Stochastic_process	2002	19	81574	1095	457	165036	329	249	64	552	732	139	120	153
47921	Free_will	2002	19	90146	5117	1696	194838	179	4409	328	635	1933	206	124	127
47923	Queen_Victoria	2001	20	2885081	7903	3278	105085	31	1235	497	734	9868	95	24	7
47945	Madhya_Pradesh	2002	19	1748953	4001	2016	78612	46	54	40	645	8274	77	44	4
48097	Bitch_(slang)	2002	19	118935	2847	1634	39370	39	873	486	148	61	59	32	4
48361	Geographic_coordinate_system	2002	19	227396	2286	1255	26255	10	216	101	285	1151049	24	10	3
48419	Mary_of_Teck	2002	19	930691	2351	923	41191	30	119	66	305	1418	40	10	7
48518	Oxford_University_Press	2002	19	42905	966	540	68308	17	53	40	459	26161	48	11	5
48548	Dopamine	2002	19	253344	3351	1400	135899	143	261	99	1140	2898	105	32	127
48605	History_of_Korea	2002	19	94350	3313	1303	156321	191	443	118	710	1456	175	116	115
48768	Georgia_(country)	2001	19	778820	10374	3254	205169	217	2937	648	987	25769	283	199	18
48830	Georgia_(U.S._state)	2001	19	372920	9128	4363	139696	119	551	255	1423	23356	186	106	7
48874	Hugo_Chávez	2002	19	198919	14064	3815	255370	309	6680	736	809	1579	412	279	39
49001	Civil_rights_movement	2002	19	204565	10455	4773	289535	180	1658	290	1744	3703	285	137	62
49033	Epigenetics	2002	19	125554	2082	942	125477	143	450	154	527	996	110	23	126
49121	Phoenix,_Arizona	2002	19	286430	7770	3187	210437	325	317	114	1214	11678	342	287	25
49597	Nathan_Bedford_Forrest	2002	19	162499	4799	1888	137653	213	581	136	661	1224	185	155	106
49611	Menopause	2002	19	70816	3285	1273	109062	136	324	101	308	892	101	40	114
49728	San_Francisco	2001	19	533031	15845	5890	230732	188	1708	456	1536	29336	380	170	21
49842	Keyboard_instrument	2002	19	39353	1447	880	8396	3	82	49	228	13046	15	3	1
50237	Robert_Boyle	2002	19	41570	3847	1927	37925	32	304	114	2116	2339	78	21	11
50372	Paul_Revere	2002	19	122507	2376	1188	47929	17	1147	511	195	723	58	15	2
50420	Billie_Holiday	2002	19	962262	5581	2645	83461	40	301	165	1008	2668	105	29	19
50435	Lancashire	2002	19	157588	2702	1068	100365	47	98	49	822	12642	93	45	1
50549	Diocese	2002	19	40817	737	480	19741	6	38	31	114	14604	30	4	0
50585	Philadelphia	2001	20	385522	9220	3433	234403	206	650	260	1879	35260	359	196	10
50601	Cystic_fibrosis	2001	19	302206	6663	3239	139961	183	423	184	605	1102	109	42	160
50603	Multiple_sclerosis	2001	19	474843	5571	2108	135396	184	1178	303	526	2759	129	36	158
50605	Cerebral_palsy	2001	20	313437	5596	2488	151807	187	339	151	378	1690	157	71	132
50715	Piracy	2002	19	140821	10116	5257	182414	136	621	302	1101	2629	172	98	35
50798	Insomnia	2002	19	126142	5145	2593	101031	138	435	168	578	1396	112	51	101
50884	Chelicerata	2002	19	40697	579	269	72094	62	55	26	331	12210	92	21	37
51389	2017	2002	19	31877	6686	1993	79190	81	2772	201	1294	989	92	77	4
51391	2019	2002	19	59859	6910	1544	311390	788	813	94	2003	745	835	788	10
51396	2020	2002	19	150321	7264	1964	336459	263	815	202	2175	754	872	261	4
51509	County_seat	2002	19	50001	755	477	18001	5	51	34	213	92976	8	5	0
51879	Gamal_Abdel_Nasser	2002	19	249455	4284	1639	175223	423	451	131	1179	1822	99	52	85
51974	Mountain_Dew	2002	19	134054	8360	4216	68865	92	459	226	365	529	98	91	5
52135	Pneumonia	2002	19	481020	3799	1428	117896	146	580	214	481	6622	92	44	119
52139	Audrey_Hepburn	2002	19	1469472	8220	3515	97206	124	657	221	863	1655	174	109	34
52202	Magic_square	2002	19	63188	2682	901	283925	75	152	78	230	178	91	44	19
52371	Titanic_(1997_film)	2001	19	831557	12024	4996	153291	179	2004	406	857	1853	197	162	15
52382	Watergate_scandal	2001	19	567539	8932	4589	130220	125	567	261	553	1432	153	110	19
52477	History_of_Canada	2001	20	93270	6403	2115	170950	234	380	112	1170	1312	245	204	133
52547	Jehovah's_Witnesses	2001	19	388484	22636	6182	182388	292	17231	940	611	2645	257	113	51
52549	Star_Wars_(film)	2002	19	423518	11068	4344	266194	236	1594	423	1114	1751	313	200	31
52707	Kate_Winslet	2002	19	2150692	7412	2890	190531	264	528	160	985	1454	308	255	10
52711	Leonardo_DiCaprio	2002	19	1629084	8713	3897	196623	263	748	331	943	1820	323	252	11
52726	Green_Day	2002	19	393315	14971	5511	139411	173	2691	923	820	2938	245	163	12
52780	U2	2001	19	344985	15042	5525	204140	223	2256	440	1203	5501	287	170	17
52789	Androgen_insensitivity_syndrome	2002	19	69514	1013	453	126048	146	287	82	520	275	88	13	135
52797	Digital_camera	2002	19	66590	3873	1892	81803	60	182	92	2494	1322	88	56	13
52820	Resident_Evil	2002	19	893019	7121	3297	65828	56	430	186	317	526	93	53	2
52911	Town	2002	19	70515	2391	1246	83554	24	93	52	669	30800	45	23	1
52926	South_East_England	2002	19	64779	1071	547	171985	52	33	23	2415	5256	88	51	1
53029	Muammar_Gaddafi	2002	19	630536	10605	3838	190537	89	2401	780	983	2279	131	54	41
53085	Toy_Story	2002	19	290245	8609	4056	112525	148	303	161	633	1105	179	138	7
53207	Record_producer	2002	19	84586	2466	1411	30914	16	127	72	699	177925	32	15	3
53214	North_West_England	2002	19	54478	1763	750	168362	45	55	42	2172	4556	63	44	0
53242	Robin_Williams	2002	19	1404968	9849	4150	147976	183	2727	638	1029	2312	241	171	17
53307	Lepidoptera	2002	19	82868	2479	749	145079	125	138	46	783	99596	160	64	86
53335	Endometriosis	2002	19	252708	2685	1131	116855	138	212	100	336	473	105	35	104
53395	Harry_Houdini	2002	19	282419	8141	3961	104952	85	661	279	451	925	144	74	15
53494	Christopher_Lee	2002	19	895557	4597	2455	110947	78	244	146	925	1370	176	73	6
53509	Village	2002	19	72523	2371	1272	53196	25	74	50	583	96257	44	24	5
53707	Gujarat	2002	19	852307	8370	3405	195063	198	294	111	971	9931	217	178	46
53838	Dallas	2001	19	230943	10420	4389	211647	172	207	93	1589	13104	325	157	4
53842	New_Orleans	2001	19	313182	8254	3352	222718	151	1246	437	1173	17320	263	135	10
53846	Miami	2001	19	362166	8314	3140	130018	116	588	201	1295	13666	176	107	1
53862	Darth_Vader	2002	19	281766	14812	5225	116264	144	2103	578	685	1034	171	119	11
53948	Hippocampus	2002	19	102316	2062	860	123272	152	257	89	323	1096	135	30	139
54117	Folate	2002	19	121455	2979	1220	96322	139	353	127	392	1011	121	53	95
54174	John_Travolta	2002	19	972394	4868	2655	46475	61	556	259	625	1894	108	59	2
54253	Silk_Road	2002	19	256041	8515	3905	137143	74	406	216	903	2002	108	45	26
54301	Polycystic_ovary_syndrome	2002	19	343021	2228	958	98776	129	107	64	246	258	94	37	103
54533	Lyndon_B._Johnson	2001	19	750073	10100	4304	203961	146	775	350	2184	5914	191	107	35
54592	Cicada	2002	19	1723093	3166	1748	67207	92	200	117	709	882	117	67	35
54761	Chinese_surname	2002	19	57633	1388	579	55957	27	185	73	328	16966	36	21	8
54808	Termite	2002	19	197370	3195	1532	156096	215	175	97	497	1093	182	55	176
54957	Younger_Dryas	2002	19	60437	1096	478	92889	124	167	70	301	296	164	40	102
55066	Nanjing_Massacre	2002	19	354759	5678	2245	129918	114	3509	514	821	1143	125	76	11
55174	Falun_Gong	2002	19	242891	9746	1881	167813	78	8781	520	430	815	147	62	24
55313	Allergy	2002	19	70749	3114	1510	106359	133	250	128	592	1771	97	44	96
55447	Star_Wars:_Episode_III_–_Revenge_of_the_Sith	2002	19	182513	12094	4663	95520	103	812	290	565	902	125	93	5
55625	Monocotyledon	2002	19	62087	1549	554	115937	170	85	46	532	17094	152	100	110
55866	Vienna	2001	20	276311	5650	2888	140317	123	227	129	1162	28294	187	111	5
55880	Naples	2001	19	189164	5544	2148	164382	154	214	98	1565	12793	210	144	19
55904	Belgrade	2002	19	194663	8772	2604	173694	245	490	178	1469	14369	287	221	22
55959	Politician	2002	19	49247	1842	1091	12613	6	148	82	60	18898	14	4	4
55974	Federal_Communications_Commission	2002	19	57727	2600	1502	90271	66	281	131	535	21297	104	59	9
56206	Crop_circle	2002	19	73727	5829	2372	54739	73	2216	319	304	383	68	49	18
56276	Family_(biology)	2002	19	72861	891	597	7047	7	53	29	80	62867	7	2	5
56315	Mango	2002	19	290220	8142	3942	52058	66	404	212	518	1917	67	36	30
56435	Obesity	2002	19	145546	8066	2833	166462	252	1852	505	398	2411	165	87	194
56472	Benjamin_Netanyahu	2002	19	1698886	5458	2159	235672	300	825	321	902	2238	417	286	11
56483	Tourette_syndrome	2002	19	319852	5709	1391	120977	132	2599	289	292	637	69	40	100
56504	Monarchy_of_Canada	2002	19	141346	5669	1180	201865	377	3607	147	982	1332	297	264	69
56522	Right-wing_politics	2002	19	180601	6617	1932	53172	39	6463	443	358	2615	40	28	21
56565	Circadian_rhythm	2002	19	162198	1819	944	94370	129	147	71	200	753	112	32	105
56590	New_General_Catalogue	2002	19	10462	331	188	12985	3	43	27	2393	6383	31	3	2
56615	Bangkok	2002	19	199192	8181	3123	167920	185	338	151	1039	12494	201	162	31
56825	Eating_disorder	2002	19	97783	4652	1932	201577	285	285	124	600	850	190	53	267
57070	United_States_Census_Bureau	2002	19	73767	1100	689	38599	40	118	68	435	48081	91	34	8
57172	Peasants'_Revolt	2002	19	89616	3137	1525	108044	421	184	89	558	669	21	2	1
57317	Prince_(musician)	2002	19	1407066	12166	5004	221224	328	1650	554	1306	4529	422	299	40
57330	Circulatory_system	2002	19	261847	6596	3343	44590	18	409	247	2309	3594	37	14	7
57559	Predation	2002	19	61658	2578	1103	114774	198	128	56	699	2215	124	59	139
57570	Sachin_Tendulkar	2002	19	601587	6884	2437	271890	432	1361	589	1088	1730	468	423	3
57688	Anxiety_disorder	2002	19	125487	2750	1324	63394	125	265	104	272	852	72	38	100
57744	Ivory_Coast	2001	19	290103	5133	2705	123487	114	1755	406	754	14348	123	61	47
57802	Newcastle_United_F.C.	2002	19	289616	21213	7859	119002	61	466	163	607	6077	154	58	2
57974	Battle_of_Britain	2001	19	204509	8957	3421	212559	257	2604	372	1105	3056	114	32	57
58410	Wright_brothers	2002	19	352528	5280	2319	143553	35	1677	539	510	777	123	34	4
58687	Aggression	2002	19	32304	1894	811	127080	119	137	55	304	633	124	38	106
58719	Judy_Garland	2002	19	1337216	8069	3321	121477	146	507	167	1196	2586	168	112	23
58846	Regions_of_France	2002	19	117860	1088	642	29179	6	121	51	593	40204	14	6	0
58863	Gödel's_incompleteness_theorems	2001	19	140962	2542	988	84022	1	3537	413	242	324	55	1	1
59045	NATO_phonetic_alphabet	2001	19	921525	4118	2177	69225	46	519	208	77	178	51	43	0
59051	Queensland	2001	19	157169	3499	1739	96553	71	164	92	697	29366	107	59	9
59160	Confirmation_bias	2002	19	158664	1990	767	109742	173	365	142	530	703	68	28	97
59216	Liza_Minnelli	2002	19	1551088	3348	1765	57003	32	157	95	774	1733	93	29	5
59252	Marketing	2002	19	154253	8880	4211	54369	39	424	186	336	3697	51	20	14
59627	Columbine_High_School_massacre	2002	19	947178	9884	3274	202485	296	1460	503	615	769	281	218	24
59720	Alicia_Keys	2002	19	456916	9813	4379	247143	378	662	276	1238	2977	462	353	8
59892	List_of_highest-grossing_films	2002	19	1183925	22188	3819	315602	532	6468	798	827	473	398	283	62
60070	Janet_Jackson	2002	19	515064	13066	3937	200975	406	1103	320	1032	3059	279	218	45
60098	Attack_on_Pearl_Harbor	2001	20	759662	11037	4228	119513	110	2978	747	1146	5384	128	52	17
60192	Bruce_Springsteen	2002	18	497128	9688	4495	178251	154	491	210	1511	4726	259	147	10
60257	Marine_mammal	2002	18	37196	1081	506	124466	156	89	34	582	544	131	73	102
60827	Cleopatra	2001	19	9516340	7568	3103	208537	85	1042	375	1590	1970	88	45	60
60857	People_for_the_Ethical_Treatment_of_Animals	2002	18	99261	8806	2619	102316	87	4994	826	582	1431	218	84	2
60920	Tetrahydrocannabinol	2002	18	151453	3818	1942	41161	51	586	217	2447	2543	47	18	34
60961	Chicago_Tribune	2002	18	35787	1172	647	94344	115	88	48	498	19008	139	97	3
61020	Dave_Mustaine	2002	18	216812	7270	3964	81901	62	309	140	498	475	99	59	2
61095	Flight_and_expulsion_of_Germans_(1944–1950)	2002	18	39074	6019	1290	210419	98	7148	359	1014	1272	125	62	50
61123	Red_Bull	2002	18	324395	8138	4546	76561	125	448	236	535	1432	140	107	19
61279	John_Wayne_Gacy	2002	18	1173289	10232	3570	188897	111	642	178	515	385	198	93	3
61344	Lightning	2002	18	162639	9561	4696	123027	104	652	300	442	1838	176	66	51
61398	Superpower	2002	18	121892	8505	2995	56193	51	3221	499	325	687	84	45	6
61404	Sylvester_Stallone	2002	18	1312482	7713	3785	90540	102	575	288	899	1919	183	100	2
61542	Juneteenth	2002	18	4227548	2699	1264	71527	26	588	209	1205	1625	114	21	3
61702	Academy_Award_for_Best_Picture	2001	19	939102	5796	2364	105663	23	306	126	1449	2663	33	23	1
62027	American_Broadcasting_Company	2002	19	191278	6037	2463	55380	149	390	179	677	25158	136	118	40
62028	CNN	2001	19	260607	5408	2182	118115	146	1978	622	957	21448	200	144	11
62093	Prince_Philip,_Duke_of_Edinburgh	2002	18	10860553	8423	3321	118897	91	1625	445	811	2611	188	83	5
62304	Pfizer	2002	18	858628	2844	1368	103559	155	169	89	567	1742	313	146	15
62610	Polyploidy	2002	18	35472	895	463	74599	110	77	51	356	399	70	20	97
62654	The_Taming_of_the_Shrew	2002	18	109650	2667	1200	152589	151	166	59	585	1166	76	50	112
62676	WWE	2001	19	688836	20486	6292	158614	198	2588	910	1247	6015	256	184	9
62808	Soul_music	2002	18	98047	2452	1094	53342	39	112	62	721	14969	56	33	4
62810	Reelin	2002	18	2891	858	158	142879	201	78	35	520	203	220	13	188
63032	Southwest_Airlines	2002	18	161752	9839	3444	56681	77	502	203	337	1254	118	77	0
63390	Meryl_Streep	2002	18	966827	8411	3535	182838	232	331	150	1570	2775	283	222	32
63453	List_of_roads_and_highways	2002	18	3313	448	264	5800	0	8	6	2875	50	0	0	0
63522	Crohn's_disease	2002	18	614603	4805	2066	140343	185	617	194	907	1174	133	40	159
63526	Coeliac_disease	2002	18	308149	4227	1669	134764	168	1458	203	609	697	107	36	140
63531	Ulcerative_colitis	2002	18	251315	2183	850	110463	108	255	94	458	725	90	23	96
63544	Lysine	2002	18	70998	884	516	68354	106	66	48	335	2652	68	17	96
63663	Fly	2002	18	82483	3911	1994	83036	102	155	90	609	14107	112	46	75
63747	Muhammad_Ali	2002	18	1466360	12086	4101	196268	256	2037	690	892	3078	358	236	29
63876	History_of_the_United_States	2001	19	197586	10644	4566	266684	115	764	293	1507	2020	190	85	47
63973	Wi-Fi	2002	18	297879	9434	4964	107074	95	705	319	765	3394	135	86	10
63995	Professional_wrestling_match_types	2001	19	114876	10045	4035	206354	90	268	102	586	4033	136	75	6
64065	National_Register_of_Historic_Places	2002	18	192065	1344	648	43683	19	188	63	170	90508	54	14	3
64072	Homer_Simpson	2001	19	113404	13193	6141	94367	142	764	310	427	1316	100	82	13
64182	Liam_Neeson	2002	18	1191358	5959	3001	74740	83	1040	282	505	1166	128	77	3
64235	Pit_bull	2002	18	228391	9196	3876	55689	86	2232	509	219	318	117	79	8
64243	Aquatic_ape_hypothesis	2002	18	64845	3190	807	40456	68	3855	275	478	343	41	31	37
64618	List_of_poets	2002	18	23965	4628	1544	165797	0	63	28	2693	780	1	0	0
64646	Toronto	2001	19	453206	13852	4144	208934	179	3307	674	1425	37516	274	172	9
64959	Poverty	2002	18	142304	9412	4244	159769	244	674	243	767	2995	288	202	53
64976	Attention_deficit_hyperactivity_disorder	2002	18	415309	12590	3917	171770	249	6034	747	529	1161	194	92	206
65062	List_of_children's_literature_writers	2002	18	8501	2219	801	101075	2	36	19	2029	10	3	2	0
65220	Nagorno-Karabakh	2002	18	105004	5198	1304	65624	30	5737	367	407	1054	84	18	8
65307	World_War_III	2002	18	280963	8402	4271	73488	45	731	304	554	684	70	36	10
65651	Holocaust_denial	2002	18	126915	9642	3819	200331	208	7552	1030	1489	1797	287	160	47
65759	Al-Aqsa_Mosque	2002	18	1350194	3539	1216	80112	58	915	204	881	872	109	49	30
65976	List_of_Canadian_writers	2002	18	5107	2809	810	189522	2	50	19	2289	546	4	2	2
66164	Ronaldo_(Brazilian_footballer)	2002	19	764399	10579	4269	195046	227	691	335	1374	1452	361	217	2
66299	Lockheed_Martin_F-22_Raptor	2002	18	441819	11422	3767	143978	73	2458	481	670	650	209	70	2
66392	Cardiopulmonary_resuscitation	2002	18	164078	2827	1313	118175	158	308	108	364	720	108	67	98
66432	Progesterone	2002	18	116133	1338	595	99966	142	133	73	1814	2968	111	54	128
66543	Jews_for_Jesus	2002	18	28825	2545	724	42571	24	2357	171	98	76	91	24	2
66633	Moth	2002	18	126552	3084	1694	23481	18	108	71	376	81760	31	11	8
66723	Respiratory_system	2002	18	135668	4691	2340	96100	58	333	178	2283	2822	53	17	42
66966	Vascular_plant	2002	18	87806	964	518	20572	16	60	43	379	63778	31	8	14
67055	Iron_Man	2002	18	326868	10971	4997	159692	67	498	219	2105	2796	61	36	20
67147	Neuro-linguistic_programming	2002	18	161102	11473	1696	99869	162	13405	658	144	309	100	75	83
67404	Steven_Seagal	2002	18	881653	6610	3008	82005	86	684	318	309	534	133	82	5
67554	Invasive_species	2002	18	95231	2918	1374	122235	128	312	109	768	3782	150	55	95
68187	FC_Barcelona	2002	18	1147257	22534	6549	159393	207	1440	501	856	6334	241	183	22
68198	Tottenham_Hotspur_F.C.	2002	18	981036	13456	4446	131522	227	1012	311	793	7096	247	208	29
68253	List_of_sovereign_states	2001	19	274478	8561	2801	130260	57	8031	620	735	149894	80	52	11
68736	Glasgow	2001	19	244168	9866	3798	217522	182	645	256	1457	22666	252	171	7
68769	24_(TV_series)	2002	18	302175	14497	6177	147419	173	1152	433	643	1803	188	161	4
68819	Naturopathy	2002	18	62447	5329	1337	92943	117	3045	442	539	659	123	91	32
69058	List_of_countries_and_dependencies_by_population	2002	18	935999	23828	7780	154316	195	1417	318	670	502	277	194	0
69119	List_of_rivers_of_Europe	2002	18	39194	1725	611	258963	351	66	32	1418	211	421	338	2
69323	Justin_Timberlake	2002	18	711601	6999	2768	222486	334	850	454	1115	3583	437	326	5
69328	United_Arab_Emirates	2001	19	915164	11437	5284	228446	301	667	290	1055	20632	436	278	21
69477	Timeline_of_historic_inventions	2002	19	68021	6771	2068	174877	192	710	152	1222	187	264	122	95
69708	Celtic_F.C.	2001	19	339575	17819	5543	142194	266	1762	354	1200	6797	266	221	18
69713	Rangers_F.C.	2001	19	412903	15380	3132	249795	293	6793	693	1343	6549	418	263	17
69795	Selena	2002	18	2159026	6895	2565	146097	200	1045	372	770	878	222	156	45
69880	Napoleon	2001	19	1319066	11598	4041	219445	251	3054	888	1508	7868	196	103	79
69894	Wales	2001	19	718708	10335	3493	205898	275	4744	558	1703	39911	325	239	35
70101	National_Rifle_Association	2002	18	102851	5399	1927	184804	302	4008	451	775	1843	344	281	45
70425	Inflammation	2002	18	146472	1642	844	91389	130	120	68	542	3006	57	18	120
70547	Breast_cancer	2002	18	97079	6843	2828	166193	216	756	192	366	3641	130	74	142
70548	Messianic_Judaism	2002	18	104626	5882	1036	125500	64	4270	335	285	258	124	31	29
70578	Benjamin_Banneker	2002	18	35670	6482	939	305048	251	490	150	330	130	321	164	84
70889	Mona_Lisa	2002	18	725440	5744	2718	89606	129	1140	484	662	897	130	83	36
70983	Great_Barrier_Reef	2002	18	172843	5764	2697	107213	116	368	201	1982	2697	152	108	11
71376	Ed_Gein	2002	18	670075	7414	4039	42474	39	426	181	131	131	45	27	10
71491	Hepatitis_C	2002	18	179224	3592	1361	108349	151	580	177	502	1171	131	59	110
71717	Second_Intifada	2002	18	103041	4932	1348	195277	239	3474	297	854	1133	259	212	32
71802	Major_League_Soccer	2002	18	503732	12018	3718	192745	242	1384	235	803	10363	273	237	3
71870	Johnny_Depp	2002	18	1584019	10639	4473	180397	176	1493	636	727	1892	329	170	4
72201	Prince_William,_Duke_of_Cambridge	2001	19	1885407	8682	3562	174825	181	1068	341	768	1296	341	179	0
72243	Surname	2002	18	217746	1689	1033	87090	25	114	53	710	128585	60	23	4
72624	Encyclopædia_Britannica_Eleventh_Edition	2002	19	29114	1143	623	43790	11	285	101	107	25145	191	8	6
72671	Angela_Merkel	2002	18	638575	6601	3001	174425	221	1242	384	2093	3571	311	205	11
72871	Detroit_Pistons	2002	18	185093	6604	2523	171337	338	118	61	711	3234	366	338	1
73066	Dream_Theater	2002	18	158996	8842	3964	120691	137	790	229	330	1020	170	130	3
73199	Cambridge_University_Press	2002	18	25112	814	353	32630	17	95	29	260	18007	71	17	2
73575	Slayer	2002	18	206805	10199	4524	127058	173	720	306	346	1649	205	158	4
73592	Toxoplasmosis	2002	18	156587	2275	1162	127446	156	231	108	302	747	110	54	120
74255	Pac-Man	2002	18	138319	8555	4032	112576	136	630	244	385	811	185	116	22
74461	Michael_Moore	2002	18	128324	8321	3663	99613	131	1959	599	614	1176	215	118	14
74555	Acne	2002	18	92878	7694	2868	155563	212	629	218	751	477	129	39	177
75626	Jean_Chrétien	2002	19	80275	4201	1571	283532	92	248	134	1029	1586	144	90	8
75763	Provinces_and_territories_of_Canada	2001	20	491289	3557	1738	52542	47	170	75	331	12930	68	46	31
75977	List_of_inventors	2002	18	48806	5600	1968	101864	2	130	62	2368	117	2	2	0
76033	The_Great_Gatsby	2002	18	414844	7644	3998	119339	130	551	247	468	621	154	90	39
76503	List_of_comics_creators	2002	18	2491	1367	524	153450	409	46	29	1607	165	456	409	0
76762	Democratic_Republic_of_the_Congo	2001	19	636760	8264	4363	212926	132	410	191	934	17962	244	112	30
76972	Denmark	2001	19	784914	14506	6030	220713	175	988	359	2117	68969	246	164	16
